order_id,ordered_at,customer_id,category,pincode,order_value,order_hour,day_of_week,month,is_weekend,festival_period,phone_verified,address_quality_signal,customer_prior_orders,customer_prior_rto_rate,customer_prior_delivery_rate,customer_prior_prepaid_attempts,customer_prior_prepaid_success_rate,customer_order_value_ratio,pincode_prior_orders,pincode_prior_rto_rate,split
ORDER-003221,2025-02-28T03:49:50,CUST-03574,home,ZONE-047,1319.19,3,4,2,0,0,1,0.842742,0,0.0,0.0,0,0.0,1.0,28,0.25,train
ORDER-003222,2025-02-28T04:12:50,CUST-03355,home,ZONE-017,759.97,4,4,2,0,0,1,0.908134,0,0.0,0.0,0,0.0,1.0,28,0.21428571428571427,train
ORDER-003223,2025-02-28T04:38:02,CUST-01824,beauty,ZONE-096,299.49,4,4,2,0,0,1,0.693691,4,0.5,0.0,1,0.0,0.38584500623234574,27,0.25925925925925924,train
ORDER-003224,2025-02-28T05:04:16,CUST-00648,beauty,ZONE-023,317.16,5,4,2,0,0,0,0.611486,2,0.5,0.0,0,0.0,0.45853905374634046,25,0.24,train
ORDER-003225,2025-02-28T05:31:09,CUST-02663,home,ZONE-053,3837.33,5,4,2,0,0,1,0.970421,0,0.0,0.0,0,0.0,1.0,23,0.2608695652173913,train
ORDER-003226,2025-02-28T05:56:49,CUST-02583,home,ZONE-084,895.35,5,4,2,0,0,1,0.891784,5,0.4,0.4,0,0.0,0.8722493482606647,36,0.2777777777777778,train
ORDER-003227,2025-02-28T06:26:54,CUST-00204,fashion,ZONE-119,1169.79,6,4,2,0,0,1,0.377174,1,0.0,1.0,0,0.0,0.5480932769211306,28,0.10714285714285714,train
ORDER-003228,2025-02-28T06:49:11,CUST-03576,beauty,ZONE-041,1146.2,6,4,2,0,0,1,0.562281,1,0.0,1.0,0,0.0,0.7293575646507839,28,0.17857142857142858,train
ORDER-003229,2025-02-28T07:17:16,CUST-01379,grocery,ZONE-117,1525.98,7,4,2,0,0,1,0.712492,0,0.0,0.0,0,0.0,1.0,22,0.5454545454545454,train
ORDER-003230,2025-02-28T07:43:28,CUST-01739,electronics,ZONE-045,2707.15,7,4,2,0,0,1,0.71806,1,0.0,1.0,1,1.0,2.9294355711379474,27,0.3333333333333333,train
ORDER-003231,2025-02-28T08:07:13,CUST-02081,fashion,ZONE-110,716.57,8,4,2,0,0,1,1.0,2,0.0,0.5,0,0.0,0.9521259633271326,26,0.38461538461538464,train
ORDER-003232,2025-02-28T08:32:43,CUST-03629,grocery,ZONE-049,605.01,8,4,2,0,0,1,0.51522,2,0.0,1.0,0,0.0,0.4701608234283871,24,0.16666666666666666,train
ORDER-003233,2025-02-28T08:58:58,CUST-00689,electronics,ZONE-063,793.85,8,4,2,0,0,1,0.166332,3,0.0,0.6666666666666666,1,0.0,2.364009052828016,31,0.25806451612903225,train
ORDER-003234,2025-02-28T09:28:23,CUST-01508,beauty,ZONE-115,1008.54,9,4,2,0,0,1,0.981465,1,0.0,1.0,1,1.0,1.3343476707725281,21,0.3333333333333333,train
ORDER-003235,2025-02-28T09:52:04,CUST-02041,electronics,ZONE-015,1367.84,9,4,2,0,0,1,0.609373,1,0.0,1.0,0,0.0,2.384450448879979,31,0.25806451612903225,train
ORDER-003236,2025-02-28T10:16:02,CUST-03969,home,ZONE-060,1029.65,10,4,2,0,0,1,0.694377,0,0.0,0.0,0,0.0,1.0,22,0.2727272727272727,train
ORDER-003237,2025-02-28T10:45:13,CUST-01779,electronics,ZONE-065,4241.81,10,4,2,0,0,1,0.684651,4,0.5,0.25,0,0.0,2.2537195077405343,28,0.32142857142857145,train
ORDER-003238,2025-02-28T11:10:08,CUST-01610,beauty,ZONE-047,1554.75,11,4,2,0,0,1,0.77858,1,0.0,0.0,0,0.0,0.21378862736631937,29,0.2413793103448276,train
ORDER-003239,2025-02-28T11:34:51,CUST-03713,home,ZONE-048,1632.6,11,4,2,0,0,1,0.908891,0,0.0,0.0,0,0.0,1.0,40,0.275,train
ORDER-003240,2025-02-28T12:00:48,CUST-02623,home,ZONE-076,3062.32,12,4,2,0,0,1,0.526364,0,0.0,0.0,0,0.0,1.0,28,0.25,train
ORDER-003241,2025-02-28T12:29:44,CUST-00663,home,ZONE-008,735.97,12,4,2,0,0,1,0.743471,0,0.0,0.0,0,0.0,1.0,26,0.15384615384615385,train
ORDER-003242,2025-02-28T12:53:34,CUST-00708,grocery,ZONE-027,1064.69,12,4,2,0,0,1,0.670809,1,1.0,0.0,0,0.0,0.695994090499039,29,0.20689655172413793,train
ORDER-003243,2025-02-28T13:18:12,CUST-02560,beauty,ZONE-058,622.42,13,4,2,0,0,1,0.372704,0,0.0,0.0,0,0.0,1.0,26,0.15384615384615385,train
ORDER-003244,2025-02-28T13:47:49,CUST-01888,fashion,ZONE-074,6046.06,13,4,2,0,0,1,0.989572,0,0.0,0.0,0,0.0,1.0,31,0.2903225806451613,train
ORDER-003245,2025-02-28T14:10:58,CUST-00038,electronics,ZONE-089,1401.99,14,4,2,0,0,1,0.78814,0,0.0,0.0,0,0.0,1.0,36,0.2222222222222222,train
ORDER-003246,2025-02-28T14:40:59,CUST-01813,fashion,ZONE-018,640.12,14,4,2,0,0,1,0.948275,0,0.0,0.0,0,0.0,1.0,21,0.38095238095238093,train
ORDER-003247,2025-02-28T15:04:57,CUST-03737,grocery,ZONE-077,641.25,15,4,2,0,0,1,0.548435,5,0.2,0.6,1,1.0,0.2939539685275577,24,0.25,train
ORDER-003248,2025-02-28T15:30:44,CUST-02948,fashion,ZONE-037,655.2,15,4,2,0,0,1,0.565301,0,0.0,0.0,0,0.0,1.0,38,0.10526315789473684,train
ORDER-003249,2025-02-28T15:57:31,CUST-02246,beauty,ZONE-096,794.3,15,4,2,0,0,1,0.574418,0,0.0,0.0,0,0.0,1.0,28,0.25,train
ORDER-003250,2025-02-28T16:21:06,CUST-00790,home,ZONE-073,1463.3,16,4,2,0,0,1,0.725,0,0.0,0.0,0,0.0,1.0,30,0.13333333333333333,train
ORDER-003251,2025-02-28T16:49:21,CUST-01381,beauty,ZONE-111,1337.76,16,4,2,0,0,1,0.54031,1,0.0,0.0,0,0.0,0.6345086655852471,22,0.2727272727272727,train
ORDER-003252,2025-02-28T17:12:53,CUST-03988,home,ZONE-018,998.71,17,4,2,0,0,0,0.615712,0,0.0,0.0,0,0.0,1.0,22,0.36363636363636365,train
ORDER-003253,2025-02-28T17:39:18,CUST-02613,electronics,ZONE-091,6675.77,17,4,2,0,0,1,0.694115,4,0.0,0.75,0,0.0,1.1860666128334485,25,0.36,train
ORDER-003254,2025-02-28T18:06:51,CUST-01145,home,ZONE-013,2094.94,18,4,2,0,0,1,0.896975,1,0.0,0.0,0,0.0,1.5153053843705697,27,0.07407407407407407,train
ORDER-003255,2025-02-28T18:31:55,CUST-02921,fashion,ZONE-071,1953.14,18,4,2,0,0,0,0.728478,1,0.0,1.0,0,0.0,2.238401943705877,23,0.21739130434782608,train
ORDER-003256,2025-02-28T19:00:30,CUST-00383,fashion,ZONE-088,3662.17,19,4,2,0,0,1,1.0,1,1.0,0.0,0,0.0,1.4108330925551382,26,0.23076923076923078,train
ORDER-003257,2025-02-28T19:22:11,CUST-01515,fashion,ZONE-077,3638.35,19,4,2,0,0,0,0.579291,0,0.0,0.0,0,0.0,1.0,25,0.24,train
ORDER-003258,2025-02-28T19:48:29,CUST-00946,grocery,ZONE-099,821.43,19,4,2,0,0,0,0.881997,1,0.0,0.0,0,0.0,0.8877349212696286,21,0.14285714285714285,train
ORDER-003259,2025-02-28T20:14:00,CUST-03566,electronics,ZONE-071,1899.58,20,4,2,0,0,1,0.628488,2,0.0,1.0,0,0.0,2.4739751896591016,24,0.20833333333333334,train
ORDER-003260,2025-02-28T20:44:31,CUST-02911,fashion,ZONE-116,286.29,20,4,2,0,0,1,0.932644,0,0.0,0.0,0,0.0,1.0,26,0.3076923076923077,train
ORDER-003261,2025-02-28T21:08:04,CUST-02030,fashion,ZONE-028,2174.59,21,4,2,0,0,1,0.690808,0,0.0,0.0,0,0.0,1.0,24,0.25,train
ORDER-003262,2025-02-28T21:36:23,CUST-01641,fashion,ZONE-087,777.3,21,4,2,0,0,1,0.757141,0,0.0,0.0,0,0.0,1.0,25,0.2,train
ORDER-003263,2025-02-28T22:00:43,CUST-03406,fashion,ZONE-016,744.88,22,4,2,0,0,0,0.54114,0,0.0,0.0,0,0.0,1.0,33,0.21212121212121213,train
ORDER-003264,2025-02-28T22:28:18,CUST-00792,beauty,ZONE-039,889.5,22,4,2,0,0,1,0.847407,0,0.0,0.0,0,0.0,1.0,32,0.1875,train
ORDER-003265,2025-02-28T22:54:06,CUST-00306,home,ZONE-074,2954.79,22,4,2,0,0,1,0.997768,0,0.0,0.0,0,0.0,1.0,32,0.28125,train
ORDER-003266,2025-02-28T23:16:29,CUST-03377,home,ZONE-078,3526.01,23,4,2,0,0,0,0.476357,1,0.0,1.0,0,0.0,2.2649524335643676,22,0.18181818181818182,train
ORDER-003267,2025-02-28T23:46:48,CUST-03395,grocery,ZONE-119,613.1,23,4,2,0,0,1,0.62617,0,0.0,0.0,0,0.0,1.0,29,0.10344827586206896,train
ORDER-003268,2025-03-01T00:10:33,CUST-01002,fashion,ZONE-089,1225.93,0,5,3,1,0,0,1.0,1,0.0,1.0,0,0.0,1.4632029981858112,37,0.21621621621621623,train
ORDER-003269,2025-03-01T00:36:59,CUST-00791,home,ZONE-032,4219.44,0,5,3,1,0,0,0.731415,0,0.0,0.0,0,0.0,1.0,23,0.13043478260869565,train
ORDER-003270,2025-03-01T01:01:12,CUST-02861,home,ZONE-073,650.25,1,5,3,1,0,1,0.17965,3,0.3333333333333333,0.6666666666666666,1,1.0,0.9676003313377014,31,0.12903225806451613,train
ORDER-003271,2025-03-01T01:30:04,CUST-00569,beauty,ZONE-097,1466.67,1,5,3,1,0,1,0.172749,0,0.0,0.0,0,0.0,1.0,24,0.25,train
ORDER-003272,2025-03-01T01:52:24,CUST-02462,electronics,ZONE-082,2743.83,1,5,3,1,0,0,0.749673,10,0.3,0.6,2,1.0,1.660882876895167,22,0.045454545454545456,train
ORDER-003273,2025-03-01T02:18:39,CUST-02786,electronics,ZONE-058,1580.47,2,5,3,1,0,1,0.551962,9,0.4444444444444444,0.4444444444444444,0,0.0,0.9488373861500264,27,0.14814814814814814,train
ORDER-003274,2025-03-01T02:45:08,CUST-02462,electronics,ZONE-100,3504.86,2,5,3,1,0,0,0.642726,11,0.2727272727272727,0.5454545454545454,2,1.0,2.00130709182969,23,0.17391304347826086,train
ORDER-003275,2025-03-01T03:14:04,CUST-01728,electronics,ZONE-072,1304.03,3,5,3,1,0,0,0.679772,0,0.0,0.0,0,0.0,1.0,23,0.2608695652173913,train
ORDER-003276,2025-03-01T03:40:04,CUST-03236,home,ZONE-078,846.78,3,5,3,1,0,1,0.786519,0,0.0,0.0,0,0.0,1.0,23,0.17391304347826086,train
ORDER-003277,2025-03-01T04:03:16,CUST-03694,fashion,ZONE-057,3269.36,4,5,3,1,0,0,0.714368,0,0.0,0.0,0,0.0,1.0,30,0.1,train
ORDER-003278,2025-03-01T04:30:44,CUST-02807,grocery,ZONE-104,1077.02,4,5,3,1,0,1,0.608448,1,1.0,0.0,1,1.0,0.91262826976689,26,0.2692307692307692,train
ORDER-003279,2025-03-01T04:56:02,CUST-01689,grocery,ZONE-036,1457.52,4,5,3,1,0,1,0.893755,0,0.0,0.0,0,0.0,1.0,26,0.11538461538461539,train
ORDER-003280,2025-03-01T05:22:44,CUST-03986,electronics,ZONE-117,4953.02,5,5,3,1,0,1,0.823337,2,0.0,1.0,0,0.0,0.9902128659179624,23,0.5217391304347826,train
ORDER-003281,2025-03-01T05:46:06,CUST-01815,grocery,ZONE-109,602.07,5,5,3,1,0,1,0.119574,5,0.0,0.6,0,0.0,0.44775886303295337,28,0.17857142857142858,train
ORDER-003282,2025-03-01T06:14:10,CUST-00484,home,ZONE-063,1188.19,6,5,3,1,0,1,0.754327,10,0.1,0.8,1,1.0,1.944435352953498,32,0.25,train
ORDER-003283,2025-03-01T06:40:20,CUST-00733,fashion,ZONE-040,1448.19,6,5,3,1,0,0,0.851192,1,0.0,1.0,0,0.0,0.6779122293739029,29,0.3103448275862069,train
ORDER-003284,2025-03-01T07:04:04,CUST-01427,grocery,ZONE-080,436.32,7,5,3,1,0,1,0.717053,5,0.4,0.4,0,0.0,0.3452297496388032,25,0.04,train
ORDER-003285,2025-03-01T07:33:15,CUST-00691,electronics,ZONE-014,6326.07,7,5,3,1,0,0,0.728727,1,0.0,1.0,0,0.0,1.0177828475080202,18,0.05555555555555555,train
ORDER-003286,2025-03-01T07:57:55,CUST-03081,fashion,ZONE-012,5523.46,7,5,3,1,0,0,0.874965,3,0.3333333333333333,0.6666666666666666,0,0.0,0.8913637067830309,21,0.14285714285714285,train
ORDER-003287,2025-03-01T08:23:15,CUST-00060,fashion,ZONE-041,4033.69,8,5,3,1,0,0,0.688861,6,0.5,0.3333333333333333,1,0.0,2.5069598238239568,29,0.1724137931034483,train
ORDER-003288,2025-03-01T08:51:55,CUST-01630,beauty,ZONE-028,236.29,8,5,3,1,0,1,1.0,0,0.0,0.0,0,0.0,1.0,25,0.24,train
ORDER-003289,2025-03-01T09:18:02,CUST-03486,fashion,ZONE-078,667.4,9,5,3,1,0,1,0.887933,1,1.0,0.0,0,0.0,0.8796277990853135,24,0.16666666666666666,train
ORDER-003290,2025-03-01T09:41:16,CUST-00485,beauty,ZONE-106,639.09,9,5,3,1,0,1,0.655575,0,0.0,0.0,0,0.0,1.0,26,0.2692307692307692,train
ORDER-003291,2025-03-01T10:10:37,CUST-02317,beauty,ZONE-058,4454.95,10,5,3,1,0,1,0.74059,0,0.0,0.0,0,0.0,1.0,28,0.14285714285714285,train
ORDER-003292,2025-03-01T10:32:04,CUST-03710,grocery,ZONE-047,208.1,10,5,3,1,0,1,0.415375,1,0.0,1.0,0,0.0,0.3466369057534064,30,0.23333333333333334,train
ORDER-003293,2025-03-01T11:00:51,CUST-00296,grocery,ZONE-029,738.81,11,5,3,1,0,1,0.581981,5,0.0,0.8,0,0.0,0.799934602874875,30,0.4,train
ORDER-003294,2025-03-01T11:27:33,CUST-01438,fashion,ZONE-077,1310.4,11,5,3,1,0,1,0.705702,1,0.0,1.0,0,0.0,1.0371519478258118,26,0.23076923076923078,train
ORDER-003295,2025-03-01T11:51:13,CUST-00165,home,ZONE-115,1568.79,11,5,3,1,0,1,0.91168,1,0.0,1.0,0,0.0,0.43490398396544694,22,0.3181818181818182,train
ORDER-003296,2025-03-01T12:17:49,CUST-02704,grocery,ZONE-076,200.0,12,5,3,1,0,1,0.526423,1,1.0,0.0,0,0.0,0.9880934736426066,29,0.2413793103448276,train
ORDER-003297,2025-03-01T12:45:31,CUST-01686,fashion,ZONE-069,869.9,12,5,3,1,0,1,0.178214,3,0.3333333333333333,0.6666666666666666,0,0.0,1.2273663615926553,18,0.1111111111111111,train
ORDER-003298,2025-03-01T13:09:48,CUST-03759,grocery,ZONE-016,377.36,13,5,3,1,0,0,0.600365,0,0.0,0.0,0,0.0,1.0,34,0.20588235294117646,train
ORDER-003299,2025-03-01T13:35:28,CUST-02738,beauty,ZONE-113,323.55,13,5,3,1,0,0,0.787664,0,0.0,0.0,0,0.0,1.0,26,0.23076923076923078,train
ORDER-003300,2025-03-01T14:03:14,CUST-02401,grocery,ZONE-086,3265.0,14,5,3,1,0,1,0.460718,0,0.0,0.0,0,0.0,1.0,18,0.1111111111111111,train
ORDER-003301,2025-03-01T14:26:48,CUST-03621,electronics,ZONE-078,1025.02,14,5,3,1,0,0,0.776303,0,0.0,0.0,0,0.0,1.0,25,0.16,train
ORDER-003302,2025-03-01T14:54:47,CUST-00523,fashion,ZONE-074,961.45,14,5,3,1,0,0,0.463166,1,0.0,0.0,0,0.0,0.7527677299134057,33,0.2727272727272727,train
ORDER-003303,2025-03-01T15:19:25,CUST-03098,grocery,ZONE-004,1162.36,15,5,3,1,0,1,0.816917,0,0.0,0.0,0,0.0,1.0,26,0.038461538461538464,train
ORDER-003304,2025-03-01T15:45:35,CUST-02890,electronics,ZONE-022,901.16,15,5,3,1,0,0,0.717168,1,0.0,0.0,0,0.0,4.4326610919822915,35,0.3142857142857143,train
ORDER-003305,2025-03-01T16:12:11,CUST-02667,grocery,ZONE-085,738.67,16,5,3,1,0,1,0.738317,0,0.0,0.0,0,0.0,1.0,25,0.32,train
ORDER-003306,2025-03-01T16:39:39,CUST-02530,fashion,ZONE-112,683.74,16,5,3,1,0,1,0.610887,1,1.0,0.0,0,0.0,1.2580775741517627,12,0.08333333333333333,train
ORDER-003307,2025-03-01T17:03:07,CUST-00506,electronics,ZONE-049,2403.2,17,5,3,1,0,0,0.645643,0,0.0,0.0,0,0.0,1.0,25,0.16,train
ORDER-003308,2025-03-01T17:31:21,CUST-03228,home,ZONE-004,1229.27,17,5,3,1,0,0,0.694448,0,0.0,0.0,0,0.0,1.0,27,0.037037037037037035,train
ORDER-003309,2025-03-01T17:55:41,CUST-02521,grocery,ZONE-071,473.83,17,5,3,1,0,0,0.270756,2,0.0,1.0,1,1.0,0.6264899348824909,25,0.2,train
ORDER-003310,2025-03-01T18:24:27,CUST-03041,electronics,ZONE-045,4502.59,18,5,3,1,0,1,0.599041,0,0.0,0.0,0,0.0,1.0,28,0.32142857142857145,train
ORDER-003311,2025-03-01T18:47:58,CUST-03481,home,ZONE-074,792.49,18,5,3,1,0,1,0.56334,1,1.0,0.0,0,0.0,0.6920282578132504,34,0.2647058823529412,train
ORDER-003312,2025-03-01T19:14:05,CUST-02177,electronics,ZONE-116,4087.64,19,5,3,1,0,1,0.530393,1,0.0,1.0,0,0.0,3.223640005678144,27,0.2962962962962963,train
ORDER-003313,2025-03-01T19:41:46,CUST-03808,fashion,ZONE-105,1722.1,19,5,3,1,0,0,0.533203,0,0.0,0.0,0,0.0,1.0,25,0.16,train
ORDER-003314,2025-03-01T20:04:13,CUST-00462,beauty,ZONE-118,402.15,20,5,3,1,0,1,0.437058,0,0.0,0.0,0,0.0,1.0,27,0.14814814814814814,train
ORDER-003315,2025-03-01T20:34:17,CUST-00015,beauty,ZONE-003,3899.77,20,5,3,1,0,1,0.7256,2,0.5,0.5,0,0.0,0.7926667899776618,31,0.25806451612903225,train
ORDER-003316,2025-03-01T20:57:39,CUST-01356,grocery,ZONE-091,439.43,20,5,3,1,0,1,0.42046,1,0.0,1.0,1,1.0,0.9201951668970139,26,0.34615384615384615,train
ORDER-003317,2025-03-01T21:26:07,CUST-00894,fashion,ZONE-071,893.38,21,5,3,1,0,0,0.513792,4,0.0,0.75,0,0.0,0.8949640864329864,26,0.19230769230769232,train
ORDER-003318,2025-03-01T21:49:50,CUST-02225,fashion,ZONE-012,664.49,21,5,3,1,0,1,0.649936,4,0.5,0.5,0,0.0,1.3961707156927117,22,0.13636363636363635,train
ORDER-003319,2025-03-01T22:14:57,CUST-01159,home,ZONE-007,3595.77,22,5,3,1,0,1,0.608755,1,0.0,1.0,0,0.0,3.345524748790473,32,0.21875,train
ORDER-003320,2025-03-01T22:40:32,CUST-02729,home,ZONE-058,875.97,22,5,3,1,0,1,0.623813,7,0.14285714285714285,0.7142857142857143,0,0.0,1.0139145187213525,29,0.13793103448275862,train
ORDER-003321,2025-03-01T23:10:02,CUST-03750,home,ZONE-019,1068.93,23,5,3,1,0,1,0.608428,1,0.0,0.0,0,0.0,2.525170678698826,24,0.16666666666666666,train
ORDER-003322,2025-03-01T23:32:07,CUST-03031,fashion,ZONE-047,596.5,23,5,3,1,0,1,0.627811,3,0.3333333333333333,0.6666666666666666,0,0.0,0.8093000538176621,31,0.22580645161290322,train
ORDER-003323,2025-03-02T00:01:12,CUST-01693,beauty,ZONE-054,263.17,0,6,3,1,0,1,0.70551,0,0.0,0.0,0,0.0,1.0,24,0.375,train
ORDER-003324,2025-03-02T00:27:01,CUST-03940,electronics,ZONE-034,2955.96,0,6,3,1,0,1,0.60875,0,0.0,0.0,0,0.0,1.0,33,0.2727272727272727,train
ORDER-003325,2025-03-02T00:51:11,CUST-03038,home,ZONE-092,4216.42,0,6,3,1,0,0,0.931023,0,0.0,0.0,0,0.0,1.0,35,0.2857142857142857,train
ORDER-003326,2025-03-02T01:19:46,CUST-03216,fashion,ZONE-045,1786.12,1,6,3,1,0,0,0.852661,0,0.0,0.0,0,0.0,1.0,29,0.3103448275862069,train
ORDER-003327,2025-03-02T01:43:52,CUST-00832,fashion,ZONE-015,1411.01,1,6,3,1,0,1,0.845387,2,0.0,1.0,0,0.0,0.8642373052647052,32,0.25,train
ORDER-003328,2025-03-02T02:11:58,CUST-02722,electronics,ZONE-043,3867.64,2,6,3,1,0,1,0.937094,1,0.0,1.0,0,0.0,2.0763176825536576,28,0.2857142857142857,train
ORDER-003329,2025-03-02T02:35:43,CUST-00294,electronics,ZONE-003,989.16,2,6,3,1,0,1,0.551005,1,0.0,1.0,0,0.0,1.1690540348886682,32,0.25,train
ORDER-003330,2025-03-02T03:03:53,CUST-00971,electronics,ZONE-101,1591.7,3,6,3,1,0,1,0.735193,3,0.0,0.6666666666666666,2,0.5,1.4115028421603375,24,0.3333333333333333,train
ORDER-003331,2025-03-02T03:28:10,CUST-00066,fashion,ZONE-056,692.34,3,6,3,1,0,1,0.138,0,0.0,0.0,0,0.0,1.0,26,0.15384615384615385,train
ORDER-003332,2025-03-02T03:54:17,CUST-02804,electronics,ZONE-087,3871.03,3,6,3,1,0,1,0.752094,2,0.0,1.0,0,0.0,2.156424518763422,26,0.19230769230769232,train
ORDER-003333,2025-03-02T04:22:13,CUST-00082,home,ZONE-015,545.56,4,6,3,1,0,0,0.318784,3,0.0,0.6666666666666666,0,0.0,0.8750287367076018,33,0.24242424242424243,train
ORDER-003334,2025-03-02T04:44:29,CUST-01814,electronics,ZONE-035,3750.7,4,6,3,1,0,1,0.645134,1,0.0,1.0,0,0.0,2.0711686389715664,15,0.26666666666666666,train
ORDER-003335,2025-03-02T05:12:03,CUST-02580,electronics,ZONE-058,515.38,5,6,3,1,0,1,0.887733,0,0.0,0.0,0,0.0,1.0,30,0.13333333333333333,train
ORDER-003336,2025-03-02T05:36:13,CUST-01250,home,ZONE-038,851.92,5,6,3,1,0,1,0.671655,2,0.0,1.0,0,0.0,0.6059605946368873,25,0.24,train
ORDER-003337,2025-03-02T06:02:16,CUST-01498,fashion,ZONE-008,1225.21,6,6,3,1,0,1,0.750771,0,0.0,0.0,0,0.0,1.0,27,0.14814814814814814,train
ORDER-003338,2025-03-02T06:28:40,CUST-03442,fashion,ZONE-018,813.27,6,6,3,1,0,1,0.647588,0,0.0,0.0,0,0.0,1.0,23,0.34782608695652173,train
ORDER-003339,2025-03-02T06:57:41,CUST-03587,electronics,ZONE-101,5175.8,6,6,3,1,0,1,0.312965,1,1.0,0.0,0,0.0,1.5951256795571938,25,0.32,train
ORDER-003340,2025-03-02T07:23:55,CUST-03406,fashion,ZONE-023,533.88,7,6,3,1,0,0,0.442551,1,0.0,0.0,0,0.0,0.7167328965739448,26,0.23076923076923078,train
ORDER-003341,2025-03-02T07:49:56,CUST-02958,beauty,ZONE-026,935.91,7,6,3,1,0,1,0.703408,6,0.3333333333333333,0.16666666666666666,1,0.0,1.0665944898715063,41,0.1951219512195122,train
ORDER-003342,2025-03-02T08:16:57,CUST-01148,home,ZONE-086,679.53,8,6,3,1,0,0,0.352991,6,0.16666666666666666,0.6666666666666666,1,1.0,1.0615942217662773,19,0.10526315789473684,train
ORDER-003343,2025-03-02T08:40:51,CUST-00306,fashion,ZONE-049,2654.37,8,6,3,1,0,1,0.565655,1,0.0,0.0,0,0.0,0.8983277999451738,26,0.15384615384615385,train
ORDER-003344,2025-03-02T09:04:59,CUST-01985,electronics,ZONE-002,7863.43,9,6,3,1,0,1,0.455373,1,0.0,1.0,0,0.0,3.61716622506808,24,0.08333333333333333,train
ORDER-003345,2025-03-02T09:32:22,CUST-03670,fashion,ZONE-031,3678.85,9,6,3,1,0,0,0.820838,3,0.0,1.0,0,0.0,0.9444306101439937,32,0.3125,train
ORDER-003346,2025-03-02T09:58:46,CUST-00921,grocery,ZONE-038,311.3,9,6,3,1,0,1,0.267955,1,0.0,1.0,1,1.0,0.16041265162679968,26,0.23076923076923078,train
ORDER-003347,2025-03-02T10:25:51,CUST-00855,electronics,ZONE-078,1927.96,10,6,3,1,0,1,0.701179,1,0.0,1.0,0,0.0,1.2430271692176762,26,0.15384615384615385,train
ORDER-003348,2025-03-02T10:50:22,CUST-03085,electronics,ZONE-093,3090.2,10,6,3,1,0,1,0.925733,5,0.0,1.0,1,1.0,1.08665838656091,29,0.3793103448275862,train
ORDER-003349,2025-03-02T11:14:06,CUST-02368,beauty,ZONE-016,1009.82,11,6,3,1,0,1,0.782507,5,0.0,0.8,0,0.0,1.2117626729769557,35,0.2,train
ORDER-003350,2025-03-02T11:44:11,CUST-01627,fashion,ZONE-073,2866.46,11,6,3,1,0,0,0.767074,1,0.0,1.0,0,0.0,1.5277275900846885,32,0.125,train
ORDER-003351,2025-03-02T12:08:55,CUST-03423,fashion,ZONE-037,1750.69,12,6,3,1,0,0,0.859328,1,0.0,1.0,0,0.0,1.4627847128223126,39,0.1282051282051282,train
ORDER-003352,2025-03-02T12:32:32,CUST-02339,beauty,ZONE-039,650.28,12,6,3,1,0,1,0.89174,3,0.3333333333333333,0.6666666666666666,0,0.0,0.4967584552626083,33,0.18181818181818182,train
ORDER-003353,2025-03-02T13:02:45,CUST-03658,home,ZONE-035,1255.57,13,6,3,1,0,1,0.501328,1,0.0,1.0,1,1.0,1.4827231931979217,16,0.25,train
ORDER-003354,2025-03-02T13:26:15,CUST-01506,fashion,ZONE-043,1798.6,13,6,3,1,0,0,0.748717,0,0.0,0.0,0,0.0,1.0,29,0.27586206896551724,train
ORDER-003355,2025-03-02T13:53:58,CUST-01799,fashion,ZONE-118,1386.51,13,6,3,1,0,1,0.383272,1,1.0,0.0,0,0.0,1.084380034724938,28,0.14285714285714285,train
ORDER-003356,2025-03-02T14:19:38,CUST-00304,beauty,ZONE-075,1703.25,14,6,3,1,0,1,0.364267,0,0.0,0.0,0,0.0,1.0,21,0.3333333333333333,train
ORDER-003357,2025-03-02T14:43:22,CUST-01502,fashion,ZONE-100,964.85,14,6,3,1,0,1,0.848508,1,0.0,1.0,0,0.0,1.0071818532939445,24,0.16666666666666666,train
ORDER-003358,2025-03-02T15:12:28,CUST-00724,home,ZONE-070,1289.47,15,6,3,1,0,1,0.772622,0,0.0,0.0,0,0.0,1.0,31,0.22580645161290322,train
ORDER-003359,2025-03-02T15:38:35,CUST-00143,fashion,ZONE-031,710.82,15,6,3,1,0,1,0.498108,2,0.0,0.5,0,0.0,1.333833725828697,33,0.30303030303030304,train
ORDER-003360,2025-03-02T16:04:42,CUST-01056,electronics,ZONE-106,5130.27,16,6,3,1,0,1,0.599068,1,0.0,1.0,0,0.0,1.7991730552068064,27,0.25925925925925924,train
ORDER-003361,2025-03-02T16:27:00,CUST-01997,fashion,ZONE-078,2169.73,16,6,3,1,0,0,0.507972,1,0.0,1.0,1,1.0,0.41836766174718193,27,0.14814814814814814,train
ORDER-003362,2025-03-02T16:52:41,CUST-01022,fashion,ZONE-085,1399.57,16,6,3,1,0,1,0.655317,0,0.0,0.0,0,0.0,1.0,26,0.3076923076923077,train
ORDER-003363,2025-03-02T17:20:44,CUST-00461,home,ZONE-101,2119.71,17,6,3,1,0,0,0.838065,0,0.0,0.0,0,0.0,1.0,26,0.3076923076923077,train
ORDER-003364,2025-03-02T17:45:13,CUST-01823,home,ZONE-049,2949.48,17,6,3,1,0,1,0.479475,0,0.0,0.0,0,0.0,1.0,27,0.14814814814814814,train
